student_id,course_code,course_name,credits,semester,status
SV0018,CSE263,HCI,4,1,Hoàn thành
SV0018,CSE374,AI,4,1,Đang học
SV0018,CSE329,AI,2,1,Học lại
SV0018,CSE146,ERP,3,1,Hoàn thành
SV0018,CSE218,CSDL,4,1,Đang học
SV0019,CSE434,CSDL,4,1,Đang học
SV0019,CSE446,HCI,3,1,Hoàn thành
SV0019,CSE409,AI,4,1,Đang học
SV0019,CSE208,Lập trình Python,3,1,Đang học
SV0020,CSE132,CSDL,3,1,Đang học
SV0020,CSE397,HCI,2,1,Hoàn thành
SV0020,CSE401,ERP,3,1,Học lại
SV0020,CSE498,HCI,4,1,Đang học
SV0020,CSE454,HCI,3,1,Hoàn thành
SV0020,CSE213,Lập trình Python,3,1,Học lại
SV0021,CSE206,HCI,3,1,Học lại
SV0021,CSE105,ERP,4,1,Đang học
SV0021,CSE124,AI,3,1,Học lại
SV0021,CSE498,AI,3,1,Học lại
SV0021,CSE242,Mạng máy tính,3,1,Học lại
SV0022,CSE417,Mạng máy tính,2,1,Học lại
SV0022,CSE177,Mạng máy tính,2,1,Đang học
SV0022,CSE343,CSDL,4,1,Đang học
SV0022,CSE208,Mạng máy tính,2,1,Đang học
SV0022,CSE449,HCI,4,1,Hoàn thành
SV0022,CSE307,ERP,4,1,Đang học
SV0023,CSE318,HCI,2,2,Học lại
SV0023,CSE375,AI,4,2,Học lại
SV0023,CSE386,Lập trình Python,3,2,Hoàn thành
SV0023,CSE423,CSDL,4,2,Học lại
SV0023,CSE366,AI,2,2,Học lại
SV0023,CSE125,Lập trình Python,3,2,Học lại
SV0024,CSE420,Lập trình Python,2,1,Học lại
SV0024,CSE290,Lập trình Python,2,1,Đang học
SV0024,CSE214,Mạng máy tính,2,1,Hoàn thành
SV0024,CSE122,AI,2,1,Học lại
SV0024,CSE428,CSDL,4,1,Học lại
SV0024,CSE231,HCI,3,1,Học lại
SV0025,CSE326,CSDL,4,1,Đang học
SV0025,CSE382,CSDL,2,1,Hoàn thành
SV0025,CSE409,HCI,3,1,Hoàn thành
SV0025,CSE491,AI,3,1,Học lại
SV0026,CSE259,CSDL,2,1,Học lại
SV0026,CSE191,Lập trình Python,4,1,Hoàn thành
SV0026,CSE494,CSDL,2,1,Hoàn thành
SV0026,CSE190,ERP,4,1,Học lại
SV0026,CSE427,Lập trình Python,2,1,Hoàn thành
SV0027,CSE136,AI,2,1,Học lại
SV0027,CSE384,ERP,3,1,Học lại
SV0027,CSE426,Mạng máy tính,4,1,Học lại
SV0027,CSE200,ERP,2,1,Đang học
SV0027,CSE451,ERP,3,1,Đang học
SV0028,CSE220,CSDL,4,1,Đang học
SV0028,CSE467,HCI,2,1,Đang học
SV0028,CSE115,HCI,4,1,Học lại
SV0028,CSE190,HCI,4,1,Học lại
SV0028,CSE167,Mạng máy tính,4,1,Học lại
SV0029,CSE119,CSDL,3,1,Học lại
SV0029,CSE119,HCI,2,1,Học lại
SV0029,CSE363,ERP,2,1,Học lại
SV0029,CSE461,Lập trình Python,2,1,Hoàn thành
SV0029,CSE160,AI,3,1,Đang học
SV0029,CSE449,ERP,2,1,Đang học
SV0029,CSE345,Mạng máy tính,2,1,Học lại
SV0030,CSE224,AI,4,1,Đang học
SV0030,CSE429,AI,4,1,Hoàn thành
SV0030,CSE102,ERP,3,1,Học lại
SV0030,CSE174,ERP,3,1,Đang học
SV0030,CSE325,CSDL,3,1,Hoàn thành
SV0031,CSE377,CSDL,4,2,Học lại
SV0031,CSE224,Mạng máy tính,2,2,Đang học
SV0031,CSE192,Lập trình Python,2,2,Học lại
SV0031,CSE142,Lập trình Python,4,2,Hoàn thành
SV0031,CSE204,ERP,4,2,Hoàn thành
SV0032,CSE289,CSDL,4,2,Học lại
SV0032,CSE420,AI,3,2,Hoàn thành
SV0032,CSE336,AI,3,2,Hoàn thành
SV0032,CSE230,Mạng máy tính,3,2,Hoàn thành
SV0032,CSE209,Lập trình Python,4,2,Học lại
SV0032,CSE484,AI,3,2,Hoàn thành
SV0033,CSE480,Lập trình Python,3,2,Đang học
SV0033,CSE113,HCI,3,2,Đang học
SV0033,CSE160,CSDL,4,2,Học lại
SV0033,CSE457,HCI,3,2,Học lại
SV0033,CSE171,HCI,2,2,Học lại
SV0034,CSE428,Mạng máy tính,3,1,Học lại
SV0034,CSE320,AI,4,1,Hoàn thành
SV0034,CSE279,CSDL,4,1,Đang học
SV0034,CSE199,Mạng máy tính,3,1,Đang học
SV0034,CSE123,Lập trình Python,4,1,Đang học
SV0034,CSE355,Mạng máy tính,4,1,Học lại
SV0034,CSE287,CSDL,3,1,Học lại
SV0035,CSE436,AI,3,1,Đang học
SV0035,CSE263,Lập trình Python,3,1,Học lại
SV0035,CSE281,AI,4,1,Hoàn thành
SV0035,CSE490,Mạng máy tính,4,1,Hoàn thành
SV0035,CSE401,Mạng máy tính,3,1,Đang học
SV0035,CSE126,Lập trình Python,3,1,Hoàn thành
SV0036,CSE202,AI,3,1,Hoàn thành
SV0036,CSE265,HCI,3,1,Đang học
SV0036,CSE193,Lập trình Python,2,1,Đang học
SV0036,CSE258,ERP,2,1,Học lại
SV0036,CSE262,CSDL,3,1,Học lại
SV0036,CSE153,CSDL,2,1,Học lại
SV0037,CSE305,Lập trình Python,4,1,Đang học
SV0037,CSE244,Mạng máy tính,3,1,Đang học
SV0037,CSE159,Mạng máy tính,3,1,Học lại
SV0037,CSE303,Lập trình Python,4,1,Hoàn thành
SV0037,CSE378,Lập trình Python,3,1,Đang học
SV0037,CSE270,CSDL,2,1,Hoàn thành
SV0037,CSE223,HCI,4,1,Học lại
SV0038,CSE253,HCI,3,1,Học lại
SV0038,CSE190,Lập trình Python,4,1,Đang học
SV0038,CSE352,ERP,4,1,Đang học
SV0038,CSE231,Mạng máy tính,4,1,Học lại
SV0038,CSE238,HCI,3,1,Đang học
SV0039,CSE452,Mạng máy tính,4,2,Học lại
SV0039,CSE296,Lập trình Python,2,2,Hoàn thành
SV0039,CSE193,CSDL,2,2,Hoàn thành
SV0039,CSE298,AI,2,2,Học lại
SV0040,CSE418,Mạng máy tính,2,2,Đang học
SV0040,CSE309,AI,2,2,Đang học
SV0040,CSE395,HCI,3,2,Đang học
SV0040,CSE472,ERP,2,2,Hoàn thành
SV0040,CSE488,ERP,4,2,Đang học
SV0041,CSE245,Lập trình Python,3,2,Hoàn thành
SV0041,CSE113,CSDL,4,2,Hoàn thành
SV0041,CSE498,CSDL,3,2,Học lại
SV0041,CSE307,CSDL,4,2,Hoàn thành
SV0041,CSE140,ERP,2,2,Học lại
SV0042,CSE294,Mạng máy tính,3,1,Đang học
SV0042,CSE342,HCI,3,1,Đang học
SV0042,CSE240,CSDL,3,1,Học lại
SV0042,CSE376,Lập trình Python,2,1,Đang học
SV0042,CSE480,CSDL,3,1,Hoàn thành
SV0042,CSE387,ERP,2,1,Học lại
SV0042,CSE205,Mạng máy tính,2,1,Đang học
SV0043,CSE191,HCI,2,1,Hoàn thành
SV0043,CSE147,ERP,3,1,Hoàn thành
SV0043,CSE315,AI,4,1,Hoàn thành
SV0043,CSE481,CSDL,4,1,Hoàn thành
SV0043,CSE179,CSDL,2,1,Hoàn thành
SV0043,CSE203,Mạng máy tính,4,1,Hoàn thành
SV0044,CSE157,Lập trình Python,4,2,Đang học
SV0044,CSE383,Lập trình Python,3,2,Học lại
SV0044,CSE290,AI,2,2,Đang học
SV0044,CSE125,HCI,3,2,Hoàn thành
SV0045,CSE417,HCI,4,2,Hoàn thành
SV0045,CSE166,ERP,2,2,Học lại
SV0045,CSE475,CSDL,3,2,Học lại
SV0045,CSE384,CSDL,2,2,Học lại
SV0045,CSE472,AI,3,2,Đang học
SV0045,CSE111,HCI,4,2,Học lại
SV0045,CSE469,HCI,2,2,Học lại
SV0046,CSE319,HCI,3,1,Học lại
SV0046,CSE320,AI,3,1,Học lại
SV0046,CSE102,Lập trình Python,4,1,Hoàn thành
SV0046,CSE396,HCI,4,1,Đang học
SV0047,CSE408,Mạng máy tính,4,1,Hoàn thành
SV0047,CSE209,Mạng máy tính,2,1,Đang học
SV0047,CSE463,HCI,4,1,Đang học
SV0047,CSE129,CSDL,4,1,Học lại
SV0047,CSE104,Mạng máy tính,4,1,Hoàn thành
SV0047,CSE279,Mạng máy tính,2,1,Học lại
SV0048,CSE166,ERP,2,2,Học lại
SV0048,CSE123,Lập trình Python,4,2,Học lại
SV0048,CSE283,HCI,4,2,Học lại
SV0048,CSE168,CSDL,4,2,Hoàn thành
SV0048,CSE232,CSDL,4,2,Đang học
SV0049,CSE330,AI,2,1,Hoàn thành
SV0049,CSE185,AI,3,1,Học lại
SV0049,CSE324,Lập trình Python,3,1,Học lại
SV0049,CSE277,CSDL,2,1,Hoàn thành
SV0049,CSE308,CSDL,2,1,Đang học
SV0049,CSE251,Lập trình Python,3,1,Học lại
SV0049,CSE412,AI,2,1,Hoàn thành
SV0050,CSE155,Mạng máy tính,4,1,Hoàn thành
SV0050,CSE496,AI,3,1,Hoàn thành
SV0050,CSE228,HCI,2,1,Học lại
SV0050,CSE433,ERP,2,1,Hoàn thành
SV0050,CSE165,AI,3,1,Hoàn thành
SV0051,CSE321,Mạng máy tính,2,2,Đang học
SV0051,CSE396,HCI,4,2,Học lại
SV0051,CSE406,AI,2,2,Hoàn thành
SV0051,CSE435,CSDL,3,2,Hoàn thành
SV0051,CSE354,HCI,2,2,Đang học
SV0051,CSE167,Lập trình Python,2,2,Hoàn thành
SV0052,CSE327,AI,2,2,Học lại
SV0052,CSE183,Lập trình Python,3,2,Đang học
SV0052,CSE265,ERP,2,2,Hoàn thành
SV0052,CSE491,Mạng máy tính,3,2,Đang học
SV0052,CSE186,Lập trình Python,3,2,Đang học
SV0052,CSE302,Lập trình Python,4,2,Hoàn thành
SV0053,CSE221,Mạng máy tính,2,1,Hoàn thành
SV0053,CSE248,Lập trình Python,3,1,Học lại
SV0053,CSE453,AI,3,1,Hoàn thành
SV0053,CSE263,Lập trình Python,3,1,Hoàn thành
SV0053,CSE159,HCI,3,1,Hoàn thành
SV0053,CSE158,Lập trình Python,3,1,Hoàn thành
SV0053,CSE280,Lập trình Python,2,1,Hoàn thành
SV0054,CSE425,CSDL,2,1,Học lại
SV0054,CSE316,Lập trình Python,4,1,Đang học
SV0054,CSE104,CSDL,4,1,Hoàn thành
SV0054,CSE210,ERP,2,1,Học lại
SV0054,CSE472,CSDL,4,1,Đang học
SV0055,CSE356,CSDL,3,1,Đang học
SV0055,CSE152,CSDL,4,1,Hoàn thành
SV0055,CSE337,ERP,4,1,Hoàn thành
SV0055,CSE268,Mạng máy tính,2,1,Học lại
SV0055,CSE286,AI,4,1,Học lại
SV0055,CSE478,Mạng máy tính,2,1,Đang học
SV0056,CSE211,AI,2,2,Học lại
SV0056,CSE229,AI,2,2,Hoàn thành
SV0056,CSE353,AI,3,2,Đang học
SV0056,CSE359,CSDL,2,2,Đang học
SV0057,CSE249,HCI,2,2,Hoàn thành
SV0057,CSE440,AI,3,2,Học lại
SV0057,CSE385,ERP,2,2,Học lại
SV0057,CSE286,HCI,4,2,Đang học
SV0058,CSE387,CSDL,2,1,Học lại
SV0058,CSE241,CSDL,2,1,Đang học
SV0058,CSE306,CSDL,4,1,Học lại
SV0058,CSE140,HCI,2,1,Hoàn thành
SV0058,CSE444,Lập trình Python,2,1,Hoàn thành
SV0058,CSE246,AI,2,1,Hoàn thành
SV0059,CSE119,Mạng máy tính,3,2,Hoàn thành
SV0059,CSE185,ERP,2,2,Đang học
SV0059,CSE442,Mạng máy tính,2,2,Học lại
SV0059,CSE432,Mạng máy tính,4,2,Học lại
SV0059,CSE368,HCI,3,2,Hoàn thành
SV0060,CSE409,ERP,2,2,Học lại
SV0060,CSE304,CSDL,2,2,Học lại
SV0060,CSE128,Mạng máy tính,3,2,Hoàn thành
SV0060,CSE444,Lập trình Python,2,2,Hoàn thành
SV0060,CSE251,Lập trình Python,4,2,Học lại
SV0060,CSE249,ERP,2,2,Hoàn thành
SV0060,CSE221,CSDL,3,2,Học lại
SV0061,CSE187,CSDL,2,1,Đang học
SV0061,CSE403,AI,3,1,Học lại
SV0061,CSE159,HCI,3,1,Đang học
SV0061,CSE210,AI,3,1,Đang học
SV0061,CSE456,ERP,3,1,Học lại
SV0062,CSE204,AI,4,2,Học lại
SV0062,CSE296,HCI,3,2,Đang học
SV0062,CSE305,Lập trình Python,2,2,Đang học
SV0062,CSE107,CSDL,2,2,Hoàn thành
SV0062,CSE251,AI,4,2,Hoàn thành
SV0062,CSE416,HCI,4,2,Đang học
SV0063,CSE456,ERP,2,1,Đang học
SV0063,CSE343,Lập trình Python,4,1,Học lại
SV0063,CSE369,Lập trình Python,4,1,Đang học
SV0063,CSE121,HCI,3,1,Hoàn thành
SV0063,CSE457,CSDL,4,1,Hoàn thành
SV0063,CSE193,Lập trình Python,4,1,Học lại
SV0063,CSE203,HCI,2,1,Học lại
SV0064,CSE318,CSDL,3,1,Hoàn thành
SV0064,CSE334,CSDL,3,1,Học lại
SV0064,CSE454,AI,4,1,Hoàn thành
SV0064,CSE443,ERP,2,1,Đang học
SV0064,CSE254,AI,3,1,Học lại
SV0065,CSE369,HCI,3,2,Học lại
SV0065,CSE421,AI,2,2,Học lại
SV0065,CSE297,ERP,2,2,Học lại
SV0065,CSE222,Mạng máy tính,3,2,Đang học
SV0065,CSE347,AI,2,2,Đang học
SV0066,CSE313,CSDL,3,2,Đang học
SV0066,CSE400,Lập trình Python,3,2,Học lại
SV0066,CSE309,ERP,3,2,Học lại
SV0066,CSE230,Lập trình Python,2,2,Học lại
SV0067,CSE146,AI,2,2,Hoàn thành
SV0067,CSE300,HCI,2,2,Học lại
SV0067,CSE354,AI,4,2,Học lại
SV0067,CSE250,Lập trình Python,3,2,Hoàn thành
SV0067,CSE369,CSDL,2,2,Học lại
SV0067,CSE354,CSDL,2,2,Hoàn thành
SV0068,CSE300,CSDL,3,2,Học lại
SV0068,CSE168,CSDL,4,2,Đang học
SV0068,CSE381,CSDL,3,2,Hoàn thành
SV0068,CSE187,ERP,2,2,Đang học
SV0069,CSE384,AI,3,1,Hoàn thành
SV0069,CSE187,HCI,2,1,Học lại
SV0069,CSE310,HCI,4,1,Đang học
SV0069,CSE240,AI,2,1,Đang học
SV0069,CSE308,Mạng máy tính,2,1,Học lại
SV0070,CSE454,Mạng máy tính,4,2,Hoàn thành
SV0070,CSE353,CSDL,2,2,Đang học
SV0070,CSE310,Lập trình Python,3,2,Đang học
SV0070,CSE305,Lập trình Python,3,2,Hoàn thành
SV0070,CSE314,AI,2,2,Đang học
SV0070,CSE352,AI,2,2,Đang học
SV0070,CSE248,Lập trình Python,4,2,Đang học
SV0071,CSE465,HCI,3,1,Đang học
SV0071,CSE301,AI,4,1,Hoàn thành
SV0071,CSE242,AI,3,1,Đang học
SV0071,CSE380,ERP,3,1,Hoàn thành
SV0071,CSE155,CSDL,3,1,Học lại
SV0072,CSE360,Mạng máy tính,4,1,Hoàn thành
SV0072,CSE240,AI,4,1,Đang học
SV0072,CSE263,ERP,4,1,Hoàn thành
SV0072,CSE487,HCI,4,1,Hoàn thành
SV0072,CSE157,AI,2,1,Học lại
SV0072,CSE222,Lập trình Python,4,1,Đang học
SV0073,CSE467,CSDL,3,2,Đang học
SV0073,CSE415,ERP,3,2,Học lại
SV0073,CSE136,CSDL,4,2,Học lại
SV0073,CSE404,AI,3,2,Học lại
SV0073,CSE261,Mạng máy tính,4,2,Hoàn thành
SV0074,CSE407,Lập trình Python,2,1,Học lại
SV0074,CSE307,Mạng máy tính,3,1,Đang học
SV0074,CSE433,HCI,4,1,Đang học
SV0074,CSE255,CSDL,3,1,Hoàn thành
SV0074,CSE243,ERP,4,1,Hoàn thành
SV0074,CSE422,HCI,4,1,Học lại
SV0075,CSE203,Lập trình Python,4,1,Đang học
SV0075,CSE449,AI,2,1,Đang học
SV0075,CSE302,ERP,4,1,Hoàn thành
SV0075,CSE326,CSDL,4,1,Đang học
SV0076,CSE403,CSDL,4,2,Đang học
SV0076,CSE161,ERP,2,2,Hoàn thành
SV0076,CSE380,AI,2,2,Học lại
SV0076,CSE276,CSDL,4,2,Hoàn thành
SV0077,CSE129,Mạng máy tính,2,2,Đang học
SV0077,CSE441,AI,3,2,Hoàn thành
SV0077,CSE258,ERP,3,2,Đang học
SV0077,CSE384,AI,4,2,Học lại
SV0077,CSE189,Lập trình Python,3,2,Hoàn thành
SV0077,CSE411,ERP,4,2,Đang học
SV0077,CSE190,AI,2,2,Đang học
SV0078,CSE255,CSDL,4,1,Học lại
SV0078,CSE302,AI,4,1,Hoàn thành
SV0078,CSE161,Lập trình Python,2,1,Hoàn thành
SV0078,CSE428,HCI,2,1,Học lại
SV0078,CSE493,Lập trình Python,4,1,Đang học
SV0078,CSE408,Mạng máy tính,3,1,Học lại
SV0079,CSE161,AI,4,1,Hoàn thành
SV0079,CSE486,Mạng máy tính,4,1,Đang học
SV0079,CSE424,Mạng máy tính,4,1,Hoàn thành
SV0079,CSE469,CSDL,2,1,Hoàn thành
SV0079,CSE114,Lập trình Python,3,1,Học lại
SV0080,CSE120,CSDL,3,2,Đang học
SV0080,CSE414,ERP,4,2,Đang học
SV0080,CSE123,HCI,3,2,Hoàn thành
SV0080,CSE437,Mạng máy tính,4,2,Học lại
SV0080,CSE356,ERP,2,2,Hoàn thành
SV0080,CSE161,AI,4,2,Đang học
SV0081,CSE330,Lập trình Python,3,2,Đang học
SV0081,CSE227,Lập trình Python,2,2,Đang học
SV0081,CSE324,AI,2,2,Học lại
SV0081,CSE259,HCI,4,2,Học lại
SV0081,CSE306,Lập trình Python,4,2,Đang học
SV0082,CSE214,HCI,4,2,Học lại
SV0082,CSE181,Lập trình Python,3,2,Đang học
SV0082,CSE337,AI,3,2,Đang học
SV0082,CSE294,Mạng máy tính,3,2,Đang học
SV0082,CSE246,CSDL,2,2,Học lại
SV0082,CSE423,CSDL,4,2,Đang học
SV0083,CSE410,HCI,4,2,Học lại
SV0083,CSE136,ERP,3,2,Hoàn thành
SV0083,CSE282,CSDL,3,2,Hoàn thành
SV0083,CSE483,CSDL,4,2,Hoàn thành
SV0084,CSE181,ERP,4,2,Học lại
SV0084,CSE245,CSDL,2,2,Học lại
SV0084,CSE485,HCI,4,2,Đang học
SV0084,CSE211,Mạng máy tính,2,2,Học lại
SV0084,CSE202,Mạng máy tính,2,2,Hoàn thành
SV0084,CSE302,Lập trình Python,4,2,Hoàn thành
SV0084,CSE428,HCI,3,2,Học lại
SV0085,CSE184,CSDL,2,1,Đang học
SV0085,CSE238,AI,4,1,Đang học
SV0085,CSE165,ERP,3,1,Hoàn thành
SV0085,CSE469,Mạng máy tính,4,1,Học lại
SV0085,CSE284,CSDL,4,1,Đang học
SV0086,CSE411,CSDL,3,1,Đang học
SV0086,CSE108,Mạng máy tính,2,1,Hoàn thành
SV0086,CSE364,CSDL,4,1,Học lại
SV0086,CSE246,HCI,3,1,Hoàn thành
SV0086,CSE450,AI,4,1,Đang học
SV0087,CSE484,Lập trình Python,4,2,Hoàn thành
SV0087,CSE401,Lập trình Python,4,2,Đang học
SV0087,CSE275,Mạng máy tính,3,2,Hoàn thành
SV0087,CSE380,AI,4,2,Đang học
SV0087,CSE284,Lập trình Python,2,2,Đang học
SV0087,CSE172,AI,2,2,Đang học
SV0087,CSE373,AI,2,2,Đang học
SV0088,CSE359,CSDL,3,1,Hoàn thành
SV0088,CSE240,Lập trình Python,2,1,Đang học
SV0088,CSE428,AI,4,1,Học lại
SV0088,CSE444,CSDL,4,1,Hoàn thành
SV0089,CSE292,ERP,3,2,Học lại
SV0089,CSE306,CSDL,3,2,Hoàn thành
SV0089,CSE325,HCI,3,2,Học lại
SV0089,CSE373,Mạng máy tính,4,2,Đang học
SV0089,CSE432,ERP,3,2,Hoàn thành
SV0090,CSE367,AI,4,1,Hoàn thành
SV0090,CSE323,HCI,4,1,Đang học
SV0090,CSE223,HCI,3,1,Đang học
SV0090,CSE269,Lập trình Python,4,1,Học lại
SV0090,CSE290,Mạng máy tính,2,1,Học lại
SV0090,CSE476,Lập trình Python,4,1,Đang học
SV0091,CSE368,AI,2,2,Hoàn thành
SV0091,CSE221,Mạng máy tính,4,2,Hoàn thành
SV0091,CSE434,HCI,4,2,Hoàn thành
SV0091,CSE280,CSDL,4,2,Hoàn thành
SV0092,CSE279,Lập trình Python,4,2,Hoàn thành
SV0092,CSE354,AI,4,2,Hoàn thành
SV0092,CSE307,AI,2,2,Đang học
SV0092,CSE224,HCI,4,2,Hoàn thành
SV0092,CSE366,Lập trình Python,2,2,Học lại
SV0092,CSE309,HCI,3,2,Học lại
SV0092,CSE472,HCI,4,2,Đang học
SV0093,CSE386,Lập trình Python,2,1,Hoàn thành
SV0093,CSE375,HCI,3,1,Học lại
SV0093,CSE420,HCI,2,1,Học lại
SV0093,CSE370,AI,3,1,Học lại
SV0093,CSE325,Lập trình Python,3,1,Đang học
SV0093,CSE236,HCI,4,1,Học lại
SV0093,CSE147,CSDL,4,1,Học lại
SV0094,CSE470,CSDL,3,2,Đang học
SV0094,CSE134,Mạng máy tính,2,2,Đang học
SV0094,CSE375,Lập trình Python,2,2,Học lại
SV0094,CSE138,Mạng máy tính,2,2,Đang học
SV0095,CSE328,Mạng máy tính,3,1,Hoàn thành
SV0095,CSE284,ERP,4,1,Hoàn thành
SV0095,CSE312,Lập trình Python,4,1,Hoàn thành
SV0095,CSE224,AI,4,1,Hoàn thành
SV0096,CSE196,HCI,4,2,Học lại
SV0096,CSE109,HCI,3,2,Đang học
SV0096,CSE398,HCI,4,2,Đang học
SV0096,CSE383,HCI,4,2,Hoàn thành
SV0096,CSE342,Mạng máy tính,3,2,Học lại
SV0097,CSE129,Lập trình Python,4,2,Hoàn thành
SV0097,CSE477,Lập trình Python,3,2,Hoàn thành
SV0097,CSE349,Mạng máy tính,4,2,Học lại
SV0097,CSE351,ERP,4,2,Đang học
SV0097,CSE205,ERP,3,2,Hoàn thành
SV0097,CSE363,CSDL,3,2,Học lại
SV0098,CSE133,CSDL,4,1,Đang học
SV0098,CSE499,Lập trình Python,3,1,Hoàn thành
SV0098,CSE259,ERP,2,1,Học lại
SV0098,CSE399,CSDL,3,1,Hoàn thành
SV0098,CSE479,Lập trình Python,3,1,Hoàn thành
SV0099,CSE296,ERP,2,1,Học lại
SV0099,CSE180,HCI,4,1,Đang học
SV0099,CSE263,CSDL,4,1,Đang học
SV0099,CSE499,HCI,2,1,Học lại
